lat,lon,depth_m,dataset,source
-16.5199,146.306,69.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.471,146.3287,54.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.314,146.4902,60.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.6078,146.7099,43.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.6249,146.2896,76.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.7163,146.6791,73.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.7394,146.0331,59.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.4183,146.9977,51.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.1132,146.6928,34.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.7422,146.3444,80,Great Barrier Reef,GlobalArchive / Squidle+
-16.5471,146.4741,39.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.7575,146.1919,70.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.273,146.2668,54.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.5793,146.5744,71.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.4552,145.9839,66.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.413,146.6693,61.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.7636,146.7091,79.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.5262,146.5306,38.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.5571,146.3029,67.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.3312,146.6584,66.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.8083,146.4492,66.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.8,146.9439,31.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.3085,146.6258,35.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.647,146.965,60.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.6651,146.3476,62,Great Barrier Reef,GlobalArchive / Squidle+
-16.4717,146.7883,34,Great Barrier Reef,GlobalArchive / Squidle+
-16.5801,146.7423,34.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.0334,146.6593,54.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.4351,146.943,44,Great Barrier Reef,GlobalArchive / Squidle+
-16.4596,146.7946,67.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.2672,146.7752,70.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.515,146.8442,74.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.4878,146.3207,71.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.7682,146.6721,65,Great Barrier Reef,GlobalArchive / Squidle+
-17.0732,146.817,47,Great Barrier Reef,GlobalArchive / Squidle+
-16.8018,146.032,57.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.4715,146.812,44.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.7583,146.2307,75.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.3278,146.1315,49.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.3187,146.4743,68,Great Barrier Reef,GlobalArchive / Squidle+
-16.4457,146.0713,78.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.5504,146.3064,48.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.8414,146.71190000000001,30.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.5772,146.5208,53.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.6132,146.8213,52.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.3342,146.569,50.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.1728,146.0722,73.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.3747,146.2126,34.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.7821,146.5399,51.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.0823,146.3932,72.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.2474,146.7268,35.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4441,146.5377,44.6,Great Barrier Reef,GlobalArchive / Squidle+
-17.0516,146.2226,67.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.7386,146.3628,58.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.5171,146.7547,70.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.3097,146.2636,69.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.795,146.1249,35.5,Great Barrier Reef,GlobalArchive / Squidle+
-15.6972,146.6413,44.1,Great Barrier Reef,GlobalArchive / Squidle+
-17.1385,146.5457,48.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.559,146.3008,37.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5649,146.4885,67.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.6658,146.5384,32.5,Great Barrier Reef,GlobalArchive / Squidle+
-16.5797,146.3083,41,Great Barrier Reef,GlobalArchive / Squidle+
-16.3144,146.5912,36.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.7186,146.3266,54.2,Great Barrier Reef,GlobalArchive / Squidle+
-17.0207,146.4142,65.9,Great Barrier Reef,GlobalArchive / Squidle+
-16.4766,146.6857,50.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.5005,146.4286,64.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.5033,146.0825,51.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.333,146.4339,67.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.5033,146.075,51.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.306,146.3683,45.4,Great Barrier Reef,GlobalArchive / Squidle+
-17.0027,146.3407,75,Great Barrier Reef,GlobalArchive / Squidle+
-16.782,147.2936,61.7,Great Barrier Reef,GlobalArchive / Squidle+
-16.4128,146.6228,73.2,Great Barrier Reef,GlobalArchive / Squidle+
-16.5882,146.6105,57,Great Barrier Reef,GlobalArchive / Squidle+
-16.2638,146.55,64.1,Great Barrier Reef,GlobalArchive / Squidle+
-16.7512,146.3677,42.3,Great Barrier Reef,GlobalArchive / Squidle+
-16.319,145.8307,50.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.6672,146.9532,57.6,Great Barrier Reef,GlobalArchive / Squidle+
-16.7783,146.3709,32.4,Great Barrier Reef,GlobalArchive / Squidle+
-16.5857,146.2845,35.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.4876,146.3425,38.8,Great Barrier Reef,GlobalArchive / Squidle+
-16.3069,156.2687,76.1,Coral Sea,Squidle+ / OBIS
-16.191,156.1864,115.7,Coral Sea,Squidle+ / OBIS
-16.3115,156.3304,98.4,Coral Sea,Squidle+ / OBIS
-15.7458,156.0699,67.9,Coral Sea,Squidle+ / OBIS
-15.8191,155.9712,106.4,Coral Sea,Squidle+ / OBIS
-16.2581,155.9374,81.4,Coral Sea,Squidle+ / OBIS
-15.8607,155.6107,88.6,Coral Sea,Squidle+ / OBIS
-16.0639,156.0649,115.4,Coral Sea,Squidle+ / OBIS
-16.2783,155.9157,93.5,Coral Sea,Squidle+ / OBIS
-15.8947,155.9043,61.7,Coral Sea,Squidle+ / OBIS
-16.0807,156.2632,102,Coral Sea,Squidle+ / OBIS
-15.78,156.3028,122.2,Coral Sea,Squidle+ / OBIS
-16.0487,156.6134,55.6,Coral Sea,Squidle+ / OBIS
-15.703,156.1162,86.9,Coral Sea,Squidle+ / OBIS
-16.1274,155.9763,103.1,Coral Sea,Squidle+ / OBIS
-15.9451,155.7729,55.6,Coral Sea,Squidle+ / OBIS
-15.9074,155.9917,87.4,Coral Sea,Squidle+ / OBIS
-15.9302,156.4301,65.5,Coral Sea,Squidle+ / OBIS
-15.9495,155.9409,114.8,Coral Sea,Squidle+ / OBIS
-16.0032,156.4272,82.2,Coral Sea,Squidle+ / OBIS
-16.0227,155.9443,70.9,Coral Sea,Squidle+ / OBIS
-15.6587,156.0526,119.2,Coral Sea,Squidle+ / OBIS
-15.773,156.6202,68.6,Coral Sea,Squidle+ / OBIS
-16.1525,156.0068,115,Coral Sea,Squidle+ / OBIS
-15.6509,155.6368,66.2,Coral Sea,Squidle+ / OBIS
-15.9638,155.8316,108.4,Coral Sea,Squidle+ / OBIS
-16.1602,155.7358,100.7,Coral Sea,Squidle+ / OBIS
-15.9575,156.0225,101,Coral Sea,Squidle+ / OBIS
-16.0393,155.8569,80.3,Coral Sea,Squidle+ / OBIS
-15.9748,156.0945,87.2,Coral Sea,Squidle+ / OBIS
-16.2433,156.406,74,Coral Sea,Squidle+ / OBIS
-16.205,155.7559,76.4,Coral Sea,Squidle+ / OBIS
-15.6593,155.7479,81.8,Coral Sea,Squidle+ / OBIS
-15.7597,155.9359,64.5,Coral Sea,Squidle+ / OBIS
-16.2209,156.2207,72.1,Coral Sea,Squidle+ / OBIS
-16.225,156.094,114.1,Coral Sea,Squidle+ / OBIS
-15.5692,156.0261,67.7,Coral Sea,Squidle+ / OBIS
-15.5227,156.3929,93,Coral Sea,Squidle+ / OBIS
-16.1943,155.9328,59.8,Coral Sea,Squidle+ / OBIS
-16.3256,156.4621,113.6,Coral Sea,Squidle+ / OBIS
-15.3441,155.6224,81.4,Coral Sea,Squidle+ / OBIS
-15.9426,156.0703,124.3,Coral Sea,Squidle+ / OBIS
-15.9533,156.2261,116.6,Coral Sea,Squidle+ / OBIS
-15.981,156.2847,101.8,Coral Sea,Squidle+ / OBIS
-15.6488,155.6369,97.1,Coral Sea,Squidle+ / OBIS
-16.0479,155.8434,85.8,Coral Sea,Squidle+ / OBIS
-15.6352,155.517,102.4,Coral Sea,Squidle+ / OBIS
-16.0552,155.9402,114.1,Coral Sea,Squidle+ / OBIS
-15.8737,155.8749,56.3,Coral Sea,Squidle+ / OBIS
-16.2584,156.2469,78,Coral Sea,Squidle+ / OBIS
-15.9574,156.1039,55.6,Coral Sea,Squidle+ / OBIS
-15.6998,155.926,101.9,Coral Sea,Squidle+ / OBIS
-16.0409,156.3406,75.1,Coral Sea,Squidle+ / OBIS
-15.6794,155.9639,123,Coral Sea,Squidle+ / OBIS
-15.3182,156.3289,57.5,Coral Sea,Squidle+ / OBIS
-15.7645,156.1667,73.9,Coral Sea,Squidle+ / OBIS
-16.0622,156.1653,107.4,Coral Sea,Squidle+ / OBIS
-15.9759,156.2267,67.2,Coral Sea,Squidle+ / OBIS
-16.1085,155.8449,114.5,Coral Sea,Squidle+ / OBIS
-15.4553,155.6471,65,Coral Sea,Squidle+ / OBIS
-16.7397,156.2026,112.2,Coral Sea,Squidle+ / OBIS
-15.9798,155.6748,117.5,Coral Sea,Squidle+ / OBIS
-15.9725,155.7741,86.4,Coral Sea,Squidle+ / OBIS
-15.9466,155.9453,105.7,Coral Sea,Squidle+ / OBIS
-16.3895,156.1411,55.1,Coral Sea,Squidle+ / OBIS
-15.9459,156.1523,117.9,Coral Sea,Squidle+ / OBIS
-15.9531,155.541,116.6,Coral Sea,Squidle+ / OBIS
-36.1853,150.561,80.3,SE Australia / NZ,GlobalArchive / RLS
-36.3691,150.0572,69.3,SE Australia / NZ,GlobalArchive / RLS
-36.2211,151.0627,68.2,SE Australia / NZ,GlobalArchive / RLS
-36.7394,150.2642,47.4,SE Australia / NZ,GlobalArchive / RLS
-36.5311,150.9217,68.7,SE Australia / NZ,GlobalArchive / RLS
-36.4521,150.4153,73,SE Australia / NZ,GlobalArchive / RLS
-36.4319,150.6552,64.6,SE Australia / NZ,GlobalArchive / RLS
-36.6735,150.2993,89.7,SE Australia / NZ,GlobalArchive / RLS
-36.1302,150.5291,46.1,SE Australia / NZ,GlobalArchive / RLS
-36.6529,150.652,87.3,SE Australia / NZ,GlobalArchive / RLS
-36.9036,150.882,65.8,SE Australia / NZ,GlobalArchive / RLS
-36.3994,150.3432,81,SE Australia / NZ,GlobalArchive / RLS
-36.3339,150.1089,54.7,SE Australia / NZ,GlobalArchive / RLS
-36.264,150.1936,66.8,SE Australia / NZ,GlobalArchive / RLS
-36.7366,150.5315,79.3,SE Australia / NZ,GlobalArchive / RLS
-36.5621,150.5648,53,SE Australia / NZ,GlobalArchive / RLS
-36.8321,150.4312,39.3,SE Australia / NZ,GlobalArchive / RLS
-36.2888,150.5124,87.9,SE Australia / NZ,GlobalArchive / RLS
-36.4131,150.4223,38.3,SE Australia / NZ,GlobalArchive / RLS
-36.2716,150.3946,30.1,SE Australia / NZ,GlobalArchive / RLS
-36.3479,151.0616,91.2,SE Australia / NZ,GlobalArchive / RLS
-36.6519,150.5217,39.2,SE Australia / NZ,GlobalArchive / RLS
-36.4551,150.8059,58.2,SE Australia / NZ,GlobalArchive / RLS
-36.9771,151.1546,51.8,SE Australia / NZ,GlobalArchive / RLS
-36.3743,150.1687,88.8,SE Australia / NZ,GlobalArchive / RLS
-36.2578,150.4656,66.6,SE Australia / NZ,GlobalArchive / RLS
-36.7189,150.4993,85.2,SE Australia / NZ,GlobalArchive / RLS
-37.034,150.8015,83.1,SE Australia / NZ,GlobalArchive / RLS
-36.8807,150.4179,43.7,SE Australia / NZ,GlobalArchive / RLS
-36.7783,150.5786,60.7,SE Australia / NZ,GlobalArchive / RLS
-36.1898,150.5454,41.3,SE Australia / NZ,GlobalArchive / RLS
-36.4991,150.5937,41.3,SE Australia / NZ,GlobalArchive / RLS
-36.8094,150.3394,47.8,SE Australia / NZ,GlobalArchive / RLS
-36.3611,151.1439,30.8,SE Australia / NZ,GlobalArchive / RLS
-37.0458,150.2148,31.5,SE Australia / NZ,GlobalArchive / RLS
-36.5618,150.4226,69.2,SE Australia / NZ,GlobalArchive / RLS
-36.2218,150.6041,70.7,SE Australia / NZ,GlobalArchive / RLS
-36.5854,150.6079,81.4,SE Australia / NZ,GlobalArchive / RLS
-36.1736,150.2077,49.4,SE Australia / NZ,GlobalArchive / RLS
-36.0512,150.4625,70.8,SE Australia / NZ,GlobalArchive / RLS
-36.792,150.1502,35,SE Australia / NZ,GlobalArchive / RLS
-36.7881,150.7293,87.3,SE Australia / NZ,GlobalArchive / RLS
-36.7286,150.2701,42.8,SE Australia / NZ,GlobalArchive / RLS
-36.3678,150.2185,40.6,SE Australia / NZ,GlobalArchive / RLS
-36.2912,150.4985,87.7,SE Australia / NZ,GlobalArchive / RLS
-36.1977,150.186,37.3,SE Australia / NZ,GlobalArchive / RLS
-36.1751,150.5532,86.8,SE Australia / NZ,GlobalArchive / RLS
-36.2311,150.3611,69,SE Australia / NZ,GlobalArchive / RLS
-36.265,150.3429,87.4,SE Australia / NZ,GlobalArchive / RLS
-36.4592,150.1012,32.7,SE Australia / NZ,GlobalArchive / RLS
-36.722,149.8809,46.3,SE Australia / NZ,GlobalArchive / RLS
-36.6815,150.7776,88.5,SE Australia / NZ,GlobalArchive / RLS
-36.3981,150.9401,91,SE Australia / NZ,GlobalArchive / RLS
-36.0791,150.8141,30.8,SE Australia / NZ,GlobalArchive / RLS
-36.0735,150.4796,42.4,SE Australia / NZ,GlobalArchive / RLS
-36.9815,150.5368,77.3,SE Australia / NZ,GlobalArchive / RLS
-36.7085,150.5886,78.3,SE Australia / NZ,GlobalArchive / RLS
-36.1452,150.4157,81.9,SE Australia / NZ,GlobalArchive / RLS
-36.766,150.6232,57.9,SE Australia / NZ,GlobalArchive / RLS
-36.9034,150.7075,38.2,SE Australia / NZ,GlobalArchive / RLS
-36.35,150.7369,89.9,SE Australia / NZ,GlobalArchive / RLS
-36.0668,150.7914,70.3,SE Australia / NZ,GlobalArchive / RLS
-36.0164,150.3947,79.2,SE Australia / NZ,GlobalArchive / RLS
-36.3668,150.5837,92.5,SE Australia / NZ,GlobalArchive / RLS
-36.3201,150.4734,34,SE Australia / NZ,GlobalArchive / RLS
-36.36,150.1782,31.2,SE Australia / NZ,GlobalArchive / RLS
-36.5045,150.273,90.3,SE Australia / NZ,GlobalArchive / RLS
-37.3429,150.429,43.1,SE Australia / NZ,GlobalArchive / RLS
-36.3098,150.5666,53.8,SE Australia / NZ,GlobalArchive / RLS
-36.5978,150.8061,88.7,SE Australia / NZ,GlobalArchive / RLS
-36.2475,150.7054,45.8,SE Australia / NZ,GlobalArchive / RLS
-36.6567,150.1881,54.9,SE Australia / NZ,GlobalArchive / RLS
-36.9086,150.6503,53.9,SE Australia / NZ,GlobalArchive / RLS
-36.1887,150.2728,51.1,SE Australia / NZ,GlobalArchive / RLS
-36.4547,150.7251,37.3,SE Australia / NZ,GlobalArchive / RLS
-35.6262,150.2615,88.2,SE Australia / NZ,GlobalArchive / RLS
-36.2711,150.1898,50.3,SE Australia / NZ,GlobalArchive / RLS
-36.2379,150.5204,76.9,SE Australia / NZ,GlobalArchive / RLS
-36.309,150.2967,36.8,SE Australia / NZ,GlobalArchive / RLS
-36.6508,150.7662,65.6,SE Australia / NZ,GlobalArchive / RLS
-36.5926,150.2377,90.3,SE Australia / NZ,GlobalArchive / RLS
-36.235,150.629,63.4,SE Australia / NZ,GlobalArchive / RLS
-36.2362,150.7464,60.5,SE Australia / NZ,GlobalArchive / RLS
-36.3543,150.4121,85.9,SE Australia / NZ,GlobalArchive / RLS
-36.7466,150.6129,30.7,SE Australia / NZ,GlobalArchive / RLS
-36.0788,150.3516,40.4,SE Australia / NZ,GlobalArchive / RLS
-36.8417,150.2159,37.1,SE Australia / NZ,GlobalArchive / RLS
-36.6083,149.9163,68.6,SE Australia / NZ,GlobalArchive / RLS
-35.9187,150.2684,54.4,SE Australia / NZ,GlobalArchive / RLS
-36.369,150.5988,64,SE Australia / NZ,GlobalArchive / RLS
-36.2573,150.5185,30.2,SE Australia / NZ,GlobalArchive / RLS
-36.4058,150.2359,54.4,SE Australia / NZ,GlobalArchive / RLS
-36.749,150.4806,31.1,SE Australia / NZ,GlobalArchive / RLS
-36.6494,149.896,42.4,SE Australia / NZ,GlobalArchive / RLS
-36.4587,150.7024,32.9,SE Australia / NZ,GlobalArchive / RLS
-37.2321,150.2826,54.3,SE Australia / NZ,GlobalArchive / RLS
-36.712,150.4687,84.5,SE Australia / NZ,GlobalArchive / RLS
-36.3004,150.6028,54,SE Australia / NZ,GlobalArchive / RLS
-36.5746,150.2874,69.4,SE Australia / NZ,GlobalArchive / RLS
-36.5709,150.8666,44.4,SE Australia / NZ,GlobalArchive / RLS
-36.2826,150.5767,57.2,SE Australia / NZ,GlobalArchive / RLS
-36.6361,150.6074,88.2,SE Australia / NZ,GlobalArchive / RLS
-36.3428,150.7026,35.1,SE Australia / NZ,GlobalArchive / RLS
-36.8556,150.7303,81,SE Australia / NZ,GlobalArchive / RLS
-36.8069,150.6362,50.6,SE Australia / NZ,GlobalArchive / RLS
-36.9185,151.0924,64.8,SE Australia / NZ,GlobalArchive / RLS
-36.4789,150.3492,37.5,SE Australia / NZ,GlobalArchive / RLS
-36.5515,150.8902,79.2,SE Australia / NZ,GlobalArchive / RLS
-36.1395,150.1615,65.4,SE Australia / NZ,GlobalArchive / RLS
-36.5104,150.373,74.6,SE Australia / NZ,GlobalArchive / RLS
-36.1616,150.3804,76,SE Australia / NZ,GlobalArchive / RLS
-36.0137,150.2755,71.4,SE Australia / NZ,GlobalArchive / RLS
-36.6227,150.5271,57.5,SE Australia / NZ,GlobalArchive / RLS
-36.4029,150.6625,88.3,SE Australia / NZ,GlobalArchive / RLS
-36.7112,150.2949,70.3,SE Australia / NZ,GlobalArchive / RLS
-36.3155,150.5899,49.6,SE Australia / NZ,GlobalArchive / RLS
-36.7699,150.6583,85.7,SE Australia / NZ,GlobalArchive / RLS
-36.7566,150.5245,84.8,SE Australia / NZ,GlobalArchive / RLS
-36.4278,150.2997,63.4,SE Australia / NZ,GlobalArchive / RLS
-36.4773,150.2244,76.6,SE Australia / NZ,GlobalArchive / RLS
-36.4343,150.2871,39.8,SE Australia / NZ,GlobalArchive / RLS
-36.4827,150.6299,30.3,SE Australia / NZ,GlobalArchive / RLS
-36.6322,150.9456,93.1,SE Australia / NZ,GlobalArchive / RLS
-36.5326,150.35,34.9,SE Australia / NZ,GlobalArchive / RLS
-36.095,150.868,68.7,SE Australia / NZ,GlobalArchive / RLS
-36.5045,150.2406,52.3,SE Australia / NZ,GlobalArchive / RLS
-36.8296,150.3571,50.4,SE Australia / NZ,GlobalArchive / RLS
-36.7111,150.4808,89.1,SE Australia / NZ,GlobalArchive / RLS
-36.7755,150.3925,58.7,SE Australia / NZ,GlobalArchive / RLS
-36.725,150.5446,83.9,SE Australia / NZ,GlobalArchive / RLS
-36.8153,150.7087,68.9,SE Australia / NZ,GlobalArchive / RLS
-37.1565,150.7617,78.5,SE Australia / NZ,GlobalArchive / RLS
-36.3327,150.6906,58.7,SE Australia / NZ,GlobalArchive / RLS
-36.335,150.1236,47.8,SE Australia / NZ,GlobalArchive / RLS
-36.5627,150.3523,45.7,SE Australia / NZ,GlobalArchive / RLS
-36.6809,150.4117,64.1,SE Australia / NZ,GlobalArchive / RLS
-36.703,150.6733,78.3,SE Australia / NZ,GlobalArchive / RLS
-36.4003,150.1085,61.5,SE Australia / NZ,GlobalArchive / RLS
-36.4434,150.3305,60.1,SE Australia / NZ,GlobalArchive / RLS
-36.3946,150.6663,57.9,SE Australia / NZ,GlobalArchive / RLS
-36.4988,150.7388,47.5,SE Australia / NZ,GlobalArchive / RLS
-36.3453,150.5728,39.1,SE Australia / NZ,GlobalArchive / RLS
-36.3922,150.9211,32,SE Australia / NZ,GlobalArchive / RLS
-36.3604,149.8965,54.1,SE Australia / NZ,GlobalArchive / RLS
-36.376,150.5575,48.8,SE Australia / NZ,GlobalArchive / RLS
-36.0845,150.483,39.3,SE Australia / NZ,GlobalArchive / RLS
-36.7638,150.2496,72,SE Australia / NZ,GlobalArchive / RLS
-36.1229,150.36,84.5,SE Australia / NZ,GlobalArchive / RLS
-36.5836,150.5601,78.2,SE Australia / NZ,GlobalArchive / RLS
-36.5162,150.8035,49.7,SE Australia / NZ,GlobalArchive / RLS
-36.4797,150.5631,36.6,SE Australia / NZ,GlobalArchive / RLS
-36.6121,150.6631,65.7,SE Australia / NZ,GlobalArchive / RLS
-37.1385,150.2678,90.8,SE Australia / NZ,GlobalArchive / RLS
-36.5782,150.3888,84.5,SE Australia / NZ,GlobalArchive / RLS
-36.4897,150.4902,39.3,SE Australia / NZ,GlobalArchive / RLS
-36.9344,150.5358,78.5,SE Australia / NZ,GlobalArchive / RLS
-36.3625,150.6323,47.6,SE Australia / NZ,GlobalArchive / RLS
-36.6493,150.4536,37.5,SE Australia / NZ,GlobalArchive / RLS
-36.1381,150.6917,67.1,SE Australia / NZ,GlobalArchive / RLS
-36.4338,150.5661,30.2,SE Australia / NZ,GlobalArchive / RLS
-36.6972,150.161,73,SE Australia / NZ,GlobalArchive / RLS
-36.4581,150.5898,55.3,SE Australia / NZ,GlobalArchive / RLS
-36.4356,150.0729,62,SE Australia / NZ,GlobalArchive / RLS
-36.272,150.341,79.9,SE Australia / NZ,GlobalArchive / RLS
-36.5392,150.5726,48,SE Australia / NZ,GlobalArchive / RLS
-37.0083,150.1741,59,SE Australia / NZ,GlobalArchive / RLS
-36.8249,150.4715,32.6,SE Australia / NZ,GlobalArchive / RLS
-36.7143,150.4768,65.2,SE Australia / NZ,GlobalArchive / RLS
-36.3934,150.4694,39.4,SE Australia / NZ,GlobalArchive / RLS
-36.5712,150.2792,69,SE Australia / NZ,GlobalArchive / RLS
-36.6536,150.65,69.3,SE Australia / NZ,GlobalArchive / RLS
-36.7112,150.6793,52.9,SE Australia / NZ,GlobalArchive / RLS
-36.4616,150.4023,71.5,SE Australia / NZ,GlobalArchive / RLS
-36.7129,150.607,49.5,SE Australia / NZ,GlobalArchive / RLS
-36.5995,150.2907,68.8,SE Australia / NZ,GlobalArchive / RLS
-36.735,150.5056,46.4,SE Australia / NZ,GlobalArchive / RLS
-36.8471,150.69,60.7,SE Australia / NZ,GlobalArchive / RLS
-36.2612,150.5614,64.2,SE Australia / NZ,GlobalArchive / RLS
-36.8294,150.5353,62.2,SE Australia / NZ,GlobalArchive / RLS
-36.4817,150.8351,85.9,SE Australia / NZ,GlobalArchive / RLS
-36.642,150.3127,65.2,SE Australia / NZ,GlobalArchive / RLS
-36.7646,150.6941,81.1,SE Australia / NZ,GlobalArchive / RLS
-36.4352,150.557,94.9,SE Australia / NZ,GlobalArchive / RLS
-36.4067,150.3159,53.6,SE Australia / NZ,GlobalArchive / RLS
-36.1838,150.4824,62.6,SE Australia / NZ,GlobalArchive / RLS
-36.4187,150.406,75.5,SE Australia / NZ,GlobalArchive / RLS
-36.5346,150.6658,39.9,SE Australia / NZ,GlobalArchive / RLS
-35.8494,150.6027,46.4,SE Australia / NZ,GlobalArchive / RLS
-36.6626,150.042,85.6,SE Australia / NZ,GlobalArchive / RLS
-36.7508,150.9121,70.7,SE Australia / NZ,GlobalArchive / RLS
-36.6338,149.9668,90.3,SE Australia / NZ,GlobalArchive / RLS
-36.5276,150.6718,35.7,SE Australia / NZ,GlobalArchive / RLS
-36.3499,150.3128,81.9,SE Australia / NZ,GlobalArchive / RLS
-36.396,150.7673,44,SE Australia / NZ,GlobalArchive / RLS
-36.5264,150.5992,59.4,SE Australia / NZ,GlobalArchive / RLS
-36.7141,150.8463,78.1,SE Australia / NZ,GlobalArchive / RLS
-36.2182,150.4555,33.8,SE Australia / NZ,GlobalArchive / RLS
-36.2709,149.8925,65.6,SE Australia / NZ,GlobalArchive / RLS
-35.6811,174.442,119.6,SE Australia / NZ,OBIS / Squidle+
-35.3283,174.5265,113.2,SE Australia / NZ,OBIS / Squidle+
-35.3875,174.8044,126.1,SE Australia / NZ,OBIS / Squidle+
-35.2387,174.2071,122,SE Australia / NZ,OBIS / Squidle+
-35.4626,174.4334,73.1,SE Australia / NZ,OBIS / Squidle+
-35.7853,174.3863,66.1,SE Australia / NZ,OBIS / Squidle+
-35.2994,174.8762,75.3,SE Australia / NZ,OBIS / Squidle+
-35.6822,174.0944,77.3,SE Australia / NZ,OBIS / Squidle+
-35.3682,174.7648,82.3,SE Australia / NZ,OBIS / Squidle+
-35.0816,174.7892,134.4,SE Australia / NZ,OBIS / Squidle+
-35.8547,174.4715,77.7,SE Australia / NZ,OBIS / Squidle+
-35.1095,174.7138,65.1,SE Australia / NZ,OBIS / Squidle+
-35.1617,174.6278,99.2,SE Australia / NZ,OBIS / Squidle+
-35.6322,174.3214,87.5,SE Australia / NZ,OBIS / Squidle+
-35.5628,174.3263,66.8,SE Australia / NZ,OBIS / Squidle+
-35.6715,173.9944,97.8,SE Australia / NZ,OBIS / Squidle+
-35.6426,174.8954,104,SE Australia / NZ,OBIS / Squidle+
-35.3551,174.8242,74,SE Australia / NZ,OBIS / Squidle+
-35.7247,174.8176,90.2,SE Australia / NZ,OBIS / Squidle+
-35.5476,174.496,96,SE Australia / NZ,OBIS / Squidle+
-35.536,174.3546,128.5,SE Australia / NZ,OBIS / Squidle+
-35.5241,174.0866,109,SE Australia / NZ,OBIS / Squidle+
-35.4546,174.3564,75.1,SE Australia / NZ,OBIS / Squidle+
-35.1009,174.2731,105.2,SE Australia / NZ,OBIS / Squidle+
-35.6128,174.1586,132.8,SE Australia / NZ,OBIS / Squidle+
-35.6987,174.5771,124.7,SE Australia / NZ,OBIS / Squidle+
-35.3019,174.3818,95.2,SE Australia / NZ,OBIS / Squidle+
-35.4049,174.6116,133.1,SE Australia / NZ,OBIS / Squidle+
-35.4411,174.3062,103,SE Australia / NZ,OBIS / Squidle+
-35.3523,175.0152,92.4,SE Australia / NZ,OBIS / Squidle+
-35.853,175.1463,79.6,SE Australia / NZ,OBIS / Squidle+
-35.2342,174.875,100.9,SE Australia / NZ,OBIS / Squidle+
-35.3865,174.475,67.3,SE Australia / NZ,OBIS / Squidle+
-35.2622,174.6618,84.3,SE Australia / NZ,OBIS / Squidle+
-35.6496,174.1489,69.2,SE Australia / NZ,OBIS / Squidle+
-35.9605,174.1665,111.4,SE Australia / NZ,OBIS / Squidle+
